x,y_upper,y_lower,thickness,camber
0.0,0.0,0.0,0.0,0.0
9.759585575458418e-05,0.0007617004098174916,-0.0002968286142273818,0.0010585290240448734,0.00023243589779505487
0.0003903453232140808,0.0021530145617210646,-0.0009406434414073965,0.003093658003128461,0.000606185560156834
0.0008781341178392688,0.004215791270349008,-0.0018940844174688443,0.006109875687817852,0.0011608534264400817
0.001560771814970885,0.006371374310321153,-0.0027744173047538102,0.009145791615074964,0.0017984785027836713
0.002437991924167937,0.008700905879660416,-0.0035510957843978685,0.012252001664058284,0.0025749050476312737
0.0035094519932415413,0.011168030136589123,-0.004470368737698323,0.015638398874287446,0.0033488306994454
0.004774733741942205,0.013866472904991423,-0.005409094337184918,0.019275567242176342,0.004228689283903253
0.006233343225249877,0.016715401389263244,-0.006248821333439381,0.022964222722702626,0.005233290027911932
0.007884711026201585,0.019771960074555964,-0.007181967778849895,0.02695392785340586,0.006294996147853034
0.009728192478182518,0.02303420021462979,-0.008117349804153632,0.031151550018783423,0.007458425205238079
0.011763067916593262,0.026279679818742074,-0.008961930852686366,0.03524161067142844,0.008658874483027854
0.013988542959794625,0.029068109738185088,-0.009498542740552878,0.038566652478737966,0.009784783498816105
0.016403748819221464,0.03182967555845677,-0.009683173169027299,0.04151284872748407,0.011073251194714737
0.0190077426385431,0.03470322154361659,-0.009782473444352983,0.04448569498796957,0.012460374049631804
0.021799507861738787,0.03769276007511303,-0.009847822810773375,0.04754058288588641,0.01392246863216983
0.024777954629944476,0.0406720036284037,-0.009880013257253779,0.05055201688565748,0.015395995185574963
0.027941920206915494,0.04343666833971986,-0.009732781888673561,0.05316945022839342,0.01685194322552315
0.03129016943293955,0.04628025005654686,-0.009500262314881418,0.055780512371428274,0.01838999387083272
0.034821395207022765,0.049184231805566886,-0.009217738804199432,0.05840197060976632,0.019983246500683727
0.03853421899715992,0.052151103066857094,-0.0088999802203574,0.061051083287214494,0.021625561423249846
0.04242719137849077,0.05513614462120974,-0.008559272573072464,0.0636954171942822,0.02328843602406864
0.04649879259913142,0.05819414437947876,-0.008186706140485518,0.06638085051996427,0.025003719119496618
0.050747433173460144,0.06116287921065223,-0.0077757089062707105,0.06893858811692294,0.02669358515219076
0.05517145450262634,0.06404348872259046,-0.007320687981998513,0.07136417670458897,0.028361400370295973
0.05976912952204011,0.06689947077197196,-0.006755658954930938,0.0736551297269029,0.030071905908520512
0.06453866337558939,0.06979003420556955,-0.006212619185366433,0.07600265339093598,0.03178870751010156
0.06947819411632222,0.07273427901814059,-0.005645083878929848,0.07837936289707043,0.033544597569605365
0.07458579343332,0.07572716302198715,-0.005154467944412544,0.08088163096639969,0.0352863475387873
0.07985946740447786,0.07834595350456135,-0.004461938131969059,0.0828078916365304,0.036942007686296144
0.08529715727489912,0.08107276356611012,-0.003802537665028527,0.08487530123113865,0.0386351129505408
0.0908967402605988,0.08379822194136131,-0.003142333476247053,0.08694055541760837,0.04032794423255713
0.0966560303772035,0.08651712955693008,-0.002486586087019675,0.08900371564394975,0.0420152717349552
0.10257277929332337,0.08915954156899632,-0.0018766442915724713,0.09103618586056879,0.04364144863871192
0.10864467720826337,0.09157445144942017,-0.001224644464019299,0.09279909591343947,0.04517490349270044
0.1148693537537312,0.09395982012667599,-0.0004726320601771139,0.0944324521868531,0.04674359403324944
0.12124437891918993,0.09630338188066528,0.00027595734262759325,0.0960274245380377,0.04828966961164644
0.12776726400049365,0.09877671661727686,0.0009597885186111224,0.09781692809866573,0.049868252567943985
0.1344354625714363,0.10114099849318894,0.001662981984711244,0.0994780165084777,0.0514019902389501
0.14124637147783442,0.10352572282207363,0.002349641527777044,0.10117608129429659,0.05293768217492534
0.14819733185375528,0.10587423346293173,0.003062347338826314,0.10281188612410541,0.05446829040087902
0.15528563015949404,0.10790545131072746,0.003747054374419266,0.1041583969363082,0.055826252842573365
0.16250849924089472,0.109931264669857,0.004382024603130211,0.1055492400667268,0.05715664463649361
0.16986311940960136,0.11172925027622171,0.0052046649992927504,0.10652458527692896,0.05846695763775723
0.17734661954381747,0.11391362123666676,0.005714871733461094,0.10819874950320567,0.05981424648506393
0.1849560782091445,0.11559254986030086,0.006591514743636229,0.10900103511666463,0.061092032301968545
0.1926885247990613,0.11762689937581705,0.007107584702054227,0.11051931467376283,0.06236724203893564
0.20054094069459988,0.11932211905229059,0.007839016710088985,0.11148310234220161,0.06358056788118979
0.20851026044276394,0.12070129675926436,0.008417327387087704,0.11228396937217665,0.06455931207317603
0.2165933729532311,0.12209761851184903,0.009075537729054756,0.11302208078279427,0.06558657812045189
0.22478712271287088,0.12349154740902238,0.00965323268092453,0.11383831472809784,0.06657239004497345
0.2330883110176047,0.12476151481085697,0.010296336053447472,0.1144651787574095,0.06752892543215222
0.241493697221127,0.12604731585593695,0.010914997069535116,0.11513231878640183,0.06848115646273603
0.25000000000000006,0.12732582418528302,0.011463074043887883,0.11586275014139513,0.06939444911458545
0.25860389863462757,0.12846751813104382,0.012116560966495195,0.11635095716454862,0.0702920395487695
0.2673020343056094,0.12960343331271848,0.012707595577770542,0.11689583773494794,0.07115551444524451
0.2760910114049685,0.13072779090075232,0.013326258215280912,0.1174015326854714,0.07202702455801661
0.2849673988617397,0.13175147898560993,0.01392952913105569,0.11782194985455424,0.07284050405833281
0.29392773148140405,0.13269611359830324,0.014473694898089355,0.1182224187002139,0.0735849042481963
0.30296851129864166,0.1334329661280531,0.015074536060298287,0.11835843006775483,0.0742537510941757
0.31208620894288086,0.13407403358498787,0.015532301784064298,0.11854173180092356,0.07480316768452608
0.32127726501610543,0.134479345882264,0.01609113616674511,0.11838820971551892,0.07528524102450457
0.3305380914823841,0.13491705771509066,0.016614470933756148,0.11830258678133451,0.0757657643244234
