x,y_upper,y_lower,thickness,camber
0.0,0.0,0.0,0.0,0.0
9.759585575458418e-05,0.0007766343496382546,-0.00047993522464153814,0.0012565695742797927,0.00014834956249835818
0.0003903453232140808,0.0021104785883389954,-0.0011339204896846794,0.0032443990780236746,0.00048827904932715796
0.0008781341178392688,0.004043971721910189,-0.00201973884145062,0.006063710563360809,0.0010121164402297845
0.001560771814970885,0.006011520195108871,-0.0027532447143551668,0.008764764909464038,0.0016291377403768524
0.002437991924167937,0.008038978774403367,-0.0032906487463986826,0.01132962752080205,0.002374165014002342
0.0035094519932415413,0.010430344484907554,-0.004155367323774702,0.014585711808682256,0.0031374885805664264
0.004774733741942205,0.01305424557568955,-0.005033665676157064,0.018087911251846615,0.004010289949766243
0.006233343225249877,0.01584185655000624,-0.005832663470506083,0.021674520020512324,0.005004596539750079
0.007884711026201585,0.018853370400529583,-0.006734878924816557,0.02558824932534614,0.006059245737856512
0.009728192478182518,0.022098042284494433,-0.007666269272037984,0.02976431155653242,0.0072158865062282255
0.011763067916593262,0.025322666984227686,-0.008491010446516066,0.033813677430743753,0.008415828268855811
0.013988542959794625,0.02812905715711845,-0.00901621778840999,0.03714527494552844,0.00955641968435423
0.016403748819221464,0.030919141842785155,-0.009190281718207367,0.04010942356099252,0.010864430062288894
0.0190077426385431,0.0338076360757313,-0.009271509732063869,0.04307914580779517,0.012268063171833717
0.021799507861738787,0.03680058015953487,-0.00930183263704453,0.0461024127965794,0.013749373761245172
0.024777954629944476,0.03979139238435329,-0.00929767176465112,0.04908906414900441,0.015246860309851083
0.027941920206915494,0.042620998382519384,-0.009133498074922822,0.051754496457442206,0.01674375015379828
0.03129016943293955,0.045518899007254504,-0.008866866033860322,0.05438576504111483,0.018326016486697093
0.034821395207022765,0.04847902722241904,-0.008545753799910467,0.05702478102232951,0.019966636711254288
0.03853421899715992,0.05149559289816344,-0.008179304005761136,0.05967489690392457,0.02165814444620115
0.04242719137849077,0.054520471308582216,-0.007767878959316611,0.06228835026789883,0.023376296174632803
0.04649879259913142,0.05761001123528533,-0.007312745357665136,0.06492275659295046,0.025148632938810096
0.050747433173460144,0.06061758484942184,-0.006812040695039833,0.06742962554446168,0.026902772077191005
0.05517145450262634,0.06355081087887902,-0.006249767478611525,0.06980057835749055,0.02865052170013375
0.05976912952204011,0.06646875073781314,-0.0055814779847809005,0.07205022872259403,0.030443636376516117
0.06453866337558939,0.06941272209458765,-0.004911415857554745,0.07432413795214239,0.03225065311851645
0.06947819411632222,0.07239175754718358,-0.004201438396347998,0.07659319594353158,0.03409515957541779
0.07458579343332,0.07539433411280032,-0.003528402231595326,0.07892273634439564,0.035932965940602496
0.07985946740447786,0.07808750420151868,-0.0026907122644212883,0.08077821646593997,0.037698395968548695
0.08529715727489912,0.08086252924183789,-0.001864339781064664,0.08272686902290255,0.03949909473038661
0.0908967402605988,0.08362638636562778,-0.0010214137825299216,0.08464780014815769,0.04130248629154892
0.0966560303772035,0.08637655542102121,-0.00016910460753222223,0.08654566002855343,0.043103725406744495
0.10257277929332337,0.08903213499688539,0.0006490482855427207,0.08838308671134266,0.04484059164121405
0.10864467720826337,0.09148866835013898,0.00151180868365626,0.08997685966648272,0.04650023851689762
0.1148693537537312,0.09390796155429397,0.002457121934077225,0.09145083962021675,0.0481825417441856
0.12124437891918993,0.09628502010599352,0.0034024530873679112,0.09288256701862561,0.04984373659668072
0.12776726400049365,0.09874329943000089,0.004310021961621779,0.09443327746837911,0.051526660695811334
0.1344354625714363,0.1011028995003079,0.0052383535356643265,0.09586454596464357,0.05317062651798611
0.14124637147783442,0.10346163769810461,0.006156328215651791,0.09730530948245282,0.0548089829568782
0.14819733185375528,0.10576794503313379,0.007097458761085931,0.09867048627204786,0.05643270189710986
0.15528563015949404,0.10777544940843428,0.007994412865304425,0.09978103654312986,0.05788493113686936
0.16250849924089472,0.10976093989630076,0.008848755177372332,0.10091218471892842,0.05930484753683654
0.16986311940960136,0.11156180789022181,0.00984267833958144,0.10171912955064037,0.060702243114901626
0.17734661954381747,0.11362842682375554,0.010603794658581862,0.10302463216517369,0.062116110741168705
0.1849560782091445,0.11528456426318467,0.011642858657864408,0.10364170560532027,0.06346371146052454
0.1926885247990613,0.11719636051089322,0.012405354728855171,0.10479100578203805,0.0648008576198742
0.20054094069459988,0.11880196648260045,0.013322797389446847,0.10547916909315361,0.06606238193602365
0.20851026044276394,0.1200943823681296,0.014077504909934466,0.10601687745819513,0.06708594363903203
0.2165933729532311,0.1213833222113318,0.014884565400006766,0.10649875681132503,0.06813394380566928
0.22478712271287088,0.122646045410743,0.015630510375742035,0.10701553503500097,0.06913827789324252
0.2330883110176047,0.12378983826368893,0.016425532297377518,0.10736430596631141,0.07010768528053322
0.241493697221127,0.12492085240046236,0.017195203492551714,0.10772564890791064,0.07105802794650704
0.25000000000000006,0.12603245903035803,0.017907012988731527,0.10812544604162652,0.07196973600954479
